Nom
Date de naissance
Date d’enregistrement,2022-02-27 15:55:54 +0100
Classification,Rythme sinusal
Symptômes,
Version du logiciel,1.52
Appareil,"Watch5,1"
Fréquence d’échantillonnage,511,242 hertz


Dérivation,Dérivation DI
Unité,µV

-1,442
-0,285
0,926
2,187
3,509
4,903
6,376
7,925
9,547
11,251
13,068
15,048
17,232
19,646
22,294
25,178
28,304
31,669
35,263
39,045
42,945
46,898
50,857
54,785
58,65
62,395
65,926
69,143
71,963
74,327
76,198
77,535
78,28
78,399
77,891
76,803
75,231
73,256
70,94
68,348
65,548
62,641
59,769
57,063
54,62
52,527
50,856
49,693
49,156
49,322
50,232
51,881
54,221
57,214
60,84
65,057
69,808
75,007
80,535
86,298
92,239
98,297
104,417
110,529
116,539
122,381
128,025
133,456
138,685
143,716
148,541
153,173
157,646
162,005
166,313
170,612
174,914
179,231
183,574
187,955
192,397
196,905
201,462
206,042
210,621
215,175
219,686
224,135
228,491
232,721
236,789
240,669
244,351
247,842
251,152
254,291
257,275
260,123
262,865
265,551
268,214
270,885
273,587
276,324
279,091
281,89
284,715
287,554
290,387
293,163
295,81
298,267
300,466
302,337
303,811
304,787
305,175
304,907
303,922
302,193
299,716
296,476
292,464
287,687
282,149
275,898
269,026
261,606
253,721
245,46
236,914
228,21
219,485
210,844
202,376
194,149
186,2
178,589
171,376
164,609
158,342
152,59
147,327
142,541
138,212
134,306
130,784
127,575
124,583
121,743
119,01
116,35
113,75
111,18
108,598
105,973
103,269
100,469
97,578
94,598
91,525
88,379
85,178
81,966
78,807
75,744
72,799
69,991
67,328
64,82
62,49
60,348
58,404
56,664
55,129
53,798
52,675
51,754
51,019
50,45
50,015
49,689
49,461
49,319
49,255
49,262
49,328
49,446
49,61
49,812
50,039
50,28
50,518
50,739
50,933
51,091
51,208
51,275
51,279
51,205
51,04
50,772
50,395
49,9
49,282
48,537
47,668
46,687
45,606
44,436
43,185
41,851
40,427
38,913
37,305
35,605
33,807
31,89
29,83
27,608
25,202
22,594
19,757
16,647
13,223
9,455
5,321
0,824
-4,024
-9,213
-14,73
-20,553
-26,642
-32,933
-39,342
-45,802
-52,245
-58,606
-64,809
-70,751
-76,335
-81,473
-86,094
-90,149
-93,594
-96,387
-98,49
-99,882
-100,57
-100,597
-100,03
-98,925
-97,334
-95,317
-92,947
-90,325
-87,553
-84,732
-81,949
-79,282
-76,816
-74,63
-72,799
-71,39
-70,437
-69,945
-69,901
-70,287
-71,084
-72,265
-73,791
-75,601
-77,632
-79,819
-82,1
-84,431
-86,771
-89,093
-91,373
-93,585
-95,697
-97,71
-99,649
-101,547
-103,447
-105,411
-107,467
-109,689
-112,229
-115,121
-118,301
-121,607
-124,647
-127,028
-128,5
-128,671
-127,051
-123,582
-118,482
-112,278
-106,191
-101,252
-98,09
-97,716
-101,059
-107,983
-117,683
-128,576
-137,789
-142,66
-140,956
-129,588
-105,39
-67,796
-18,822
38,775
100,599
164,957
235,255
311,172
387,261
455,037
498,682
503,316
465,264
384,316
266,348
129,576
-9,954
-133,449
-218,394
-259,788
-262,001
-237,08
-207,413
-184,811
-171,734
-166,496
-161,671
-154,509
-146,936
-141,167
-139,978
-143,513
-149,797
-156,889
-162,734
-166,373
-167,78
-167,029
-164,604
-161,109
-157,046
-153,064
-149,808
-147,578
-146,472
-146,472
-147,379
-149,031
-151,301
-154,003
-156,954
-160,019
-163,076
-166,031
-168,813
-171,333
-173,514
-175,303
-176,667
-177,595
-178,093
-178,171
-177,851
-177,162
-176,135
-174,802
-173,194
-171,341
-169,281
-167,052
-164,694
-162,245
-159,731
-157,169
-154,571
-151,938
-149,267
-146,549
-143,774
-140,927
-137,995
-134,967
-131,827
-128,566
-125,176
-121,651
-117,991
-114,2
-110,281
-106,243
-102,097
-97,854
-93,518
-89,091
-84,564
-79,928
-75,181
-70,329
-65,385
-60,362
-55,263
-50,087
-44,834
-39,49
-34,049
-28,501
-22,82
-16,996
-11,041
-4,978
1,14
7,249
13,303
19,265
25,105
30,801
36,316
41,613
46,66
51,416
55,837
59,875
63,459
66,534
69,078
71,091
72,603
73,67
74,323
74,59
74,5
74,067
73,317
72,275
70,955
69,376
67,567
65,568
63,437
61,229
58,969
56,67
54,324
51,904
49,401
46,809
44,119
41,335
38,461
35,503
32,483
29,421
26,331
23,219
20,083
16,918
13,733
10,545
7,377
4,258
1,215
-1,732
-4,556
-7,238
-9,763
-12,118
-14,299
-16,305
-18,133
-19,777
-21,23
-22,483
-23,534
-24,381
-25,023
-25,463
-25,703
-25,745
-25,596
-25,262
-24,748
-24,057
-23,194
-22,162
-20,965
-19,609
-18,101
-16,445
-14,651
-12,726
-10,678
-8,517
-6,252
-3,892
-1,446
1,076
3,665
6,312
9,006
11,738
14,498
17,277
20,064
22,85
25,625
28,379
31,102
33,787
36,424
39,003
41,518
43,959
46,319
48,592
50,769
52,844
54,811
56,664
58,398
60,007
61,487
62,834
64,044
65,114
66,041
66,823
67,46
67,95
68,294
68,493
68,547
68,459
68,234
67,875
67,387
66,777
66,051
65,215
64,278
63,246
62,128
60,931
59,664
58,335
56,954
55,531
54,077
52,604
51,122
49,642
48,176
46,737
45,334
43,977
42,678
41,446
40,296
39,242
38,297
37,469
36,762
36,177
35,711
35,357
35,104
34,932
34,821
34,755
34,721
34,712
34,723
34,741
34,751
34,735
34,675
34,568
34,419
34,235
34,038
33,855
33,731
33,727
33,905
34,31
34,975
35,912
37,126
38,626
40,423
42,534
44,968
47,715
50,754
54,051
57,556
61,198
64,879
68,472
71,842
74,878
77,496
79,632
81,238
82,264
82,651
82,334
81,249
79,328
76,517
72,786
68,126
62,591
56,252
49,203
41,561
33,399
24,77
15,763
6,397
-3,343
-13,322
-23,323
-32,959
-41,576
-48,606
-53,582
-55,941
-55,376
-52,003
-46,155
-38,833
-31,518
-25,406
-21,746
-21,698
-25,388
-32,098
-40,568
-48,277
-52,036
-48,904
-35,261
-7,498
34,557
88,388
151,588
219,774
292,549
374,372
461,976
549,061
623,918
665,114
662,165
611,941
516,882
395,8
265,053
141,482
44,416
-21,753
-55,301
-62,417
-58,561
-49,925
-43,9
-42,976
-42,935
-46,276
-50,947
-55,286
-60,553
-63,868
-66,803
-71,188
-76,472
-83,203
-89,316
-92,903
-94,018
-92,678
-89,542
-85,381
-80,387
-74,944
-69,664
-64,885
-60,762
-57,309
-54,383
-51,897
-49,837
-48,161
-46,786
-45,648
-44,728
-44,029
-43,583
-43,411
-43,49
-43,778
-44,228
-44,809
-45,512
-46,335
-47,272
-48,314
-49,454
-50,672
-51,952
-53,263
-54,546
-55,75
-56,822
-57,706
-58,371
-58,803
-58,991
-58,931
-58,616
-58,041
-57,206
-56,121
-54,791
-53,231
-51,46
-49,508
-47,427
-45,263
-43,054
-40,84
-38,646
-36,487
-34,381
-32,333
-30,343
-28,409
-26,53
-24,699
-22,916
-21,177
-19,474
-17,798
-16,13
-14,455
-12,767
-11,058
-9,328
-7,576
-5,804
-4,018
-2,232
-0,455
1,302
3,028
4,715
6,354
7,934
9,442
10,869
12,203
13,435
14,558
15,562
16,44
17,185
17,792
18,257
18,577
18,747
18,765
18,627
18,332
17,879
17,267
16,497
15,567
14,481
13,24
11,848
10,306
8,62
6,793
4,831
2,741
0,527
-1,801
-4,239
-6,777
-9,408
-12,123
-14,914
-17,771
-20,686
-23,65
-26,653
-29,685
-32,736
-35,798
-38,86
-41,916
-44,955
-47,971
-50,955
-53,903
-56,806
-59,659
-62,456
-65,193
-67,865
-70,467
-72,995
-75,448
-77,821
-80,113
-82,323
-84,449
-86,491
-88,449
-90,322
-92,113
-93,82
-95,448
-96,997
-98,47
-99,871
-101,202
-102,47
-103,677
-104,828
-105,929
-106,985
-107,999
-108,977
-109,924
-110,844
-111,742
-112,622
-113,488
-114,344
-115,194
-116,041
-116,889
-117,741
-118,599
-119,465
-120,34
-121,227
-122,125
-123,035
-123,958
-124,894
-125,84
-126,798
-127,764
-128,738
-129,716
-130,695
-131,673
-132,645
-133,607
-134,556
-135,486
-136,393
-137,273
-138,119
-138,928
-139,695
-140,414
-141,08
-141,689
-142,236
-142,716
-143,125
-143,459
-143,714
-143,887
-143,976
-143,978
-143,891
-143,713
-143,443
-143,081
-142,626
-142,078
-141,437
-140,704
-139,881
-138,969
-137,969
-136,885
-135,716
-134,465
-133,135
-131,727
-130,245
-128,691
-127,069
-125,382
-123,636
-121,835
-119,984
-118,085
-116,144
-114,161
-112,142
-110,087
-107,998
-105,876
-103,722
-101,537
-99,323
-97,082
-94,813
-92,514
-90,182
-87,814
-85,415
-82,989
-80,542
-78,085
-75,628
-73,191
-70,796
-68,465
-66,212
-64,052
-61,992
-60,042
-58,217
-56,527
-54,981
-53,58
-52,317
-51,177
-50,14
-49,173
-48,231
-47,261
-46,204
-45,008
-43,639
-42,068
-40,277
-38,246
-35,96
-33,412
-30,601
-27,533
-24,231
-20,727
-17,075
-13,35
-9,65
-6,075
-2,723
0,318
2,991
5,249
7,042
8,332
9,081
9,258
8,855
7,857
6,24
4,007
1,186
-2,17
-5,908
-9,895
-14,16
-18,722
-23,641
-28,99
-34,634
-40,483
-46,608
-52,934
-58,992
-64,144
-67,563
-68,514
-66,905
-62,657
-55,72
-46,5
-35,957
-25,727
-17,83
-13,946
-14,948
-21,383
-33,013
-48,552
-65,947
-81,737
-91,682
-91,923
-78,734
-48,706
-1,718
59,506
132,218
211,258
294,805
385,96
480,618
572,152
649,467
692,115
689,929
641,077
547,933
426,023
290,921
156,476
40,701
-42,569
-86,233
-90,078
-63,497
-25,089
7,571
24,054
18,962
-1,183
-24,386
-43,816
-53,517
-54,549
-53,879
-54,254
-57,208
-61,96
-64,797
-64,519
-61,402
-55,829
-48,931
-41,364
-33,346
-25,433
-18,06
-11,387
-5,484
-0,287
4,264
8,16
11,42
14,106
16,297
18,067
19,458
20,491
21,222
21,699
21,99
22,178
22,305
22,402
22,497
22,599
22,714
22,862
23,058
23,324
23,704
24,212
24,861
25,664
26,627
27,771
29,109
30,633
32,338
34,225
36,292
38,546
40,994
43,62
46,408
49,33
52,342
55,42
58,541
61,682
64,826
67,95
71,034
74,074
77,071
80,025
82,937
85,804
88,623
91,402
94,154
96,891
99,633
102,392
105,173
107,985
110,83
113,71
116,626
119,572
122,536
125,508
128,48
131,442
134,385
137,297
140,165
142,974
145,709
148,359
150,911
153,352
155,67
157,856
159,898
161,789
163,521
165,085
166,474
167,679
168,692
169,505
170,112
170,507
170,683
170,637
170,364
169,862
169,131
168,17
166,98
165,563
163,923
162,062
159,988
157,707
155,227
152,556
149,705
146,684
143,507
140,184
136,73
133,157
129,479
125,71
121,864
117,955
113,996
110,002
105,985
101,96
97,94
93,939
89,971
86,047
82,18
78,382
74,663
71,033
67,501
64,074
60,758
57,561
54,486
51,539
48,722
46,038
43,487
41,069
38,784
36,627
34,596
32,685
30,888
29,199
27,611
26,119
24,715
23,394
22,148
20,974
19,863
18,811
17,808
16,849
15,924
15,026
14,147
13,277
12,411
11,542
10,668
9,786
8,896
7,995
7,084
6,164
5,235
4,295
3,344
2,38
1,402
0,414
-0,576
-1,56
-2,527
-3,473
-4,392
-5,279
-6,137
-6,971
-7,798
-8,635
-9,491
-10,371
-11,273
-12,185
-13,095
-13,989
-14,85
-15,667
-16,433
-17,136
-17,774
-18,345
-18,833
-19,21
-19,436
-19,458
-19,242
-18,76
-17,993
-16,94
-15,617
-14,054
-12,307
-10,43
-8,467
-6,468
-4,47
-2,505
-0,623
1,119
2,656
3,91
4,816
5,311
5,327
4,818
3,763
2,174
0,102
-2,393
-5,259
-8,432
-11,837
-15,405
-19,057
-22,716
-26,32
-29,796
-33,073
-36,074
-38,709
-40,893
-42,567
-43,704
-44,303
-44,369
-43,913
-42,976
-41,627
-39,949
-38,038
-35,97
-33,8
-31,584
-29,388
-27,278
-25,328
-23,612
-22,192
-21,114
-20,425
-20,174
-20,402
-21,12
-22,304
-23,898
-25,83
-28,043
-30,49
-33,121
-35,877
-38,702
-41,549
-44,369
-47,122
-49,768
-52,256
-54,523
-56,509
-58,163
-59,442
-60,334
-60,841
-60,959
-60,689
-60,032
-59,005
-57,626
-55,911
-53,876
-51,534
-48,892
-45,963
-42,763
-39,316
-35,663
-31,864
-27,974
-24,046
-20,141
-16,327
-12,672
-9,239
-6,076
-3,214
-0,681
1,484
3,222
4,458
5,102
5,078
4,348
2,892
0,688
-2,286
-6,042
-10,574
-15,842
-21,825
-28,58
-36,115
-44,326
-52,961
-61,568
-69,648
-76,795
-82,594
-86,544
-88,363
-88,175
-86,521
-84,507
-83,373
-83,94
-86,864
-92,851
-102,105
-113,926
-126,743
-137,928
-144,312
-143,369
-133,024
-110,844
-74,87
-24,64
39,021
112,542
189,818
265,703
336,358
400,906
460,844
515,445
559,937
582,466
569,361
512,549
412,854
285,239
152,049
34,865
-51,033
-102,816
-127,146
-136,717
-142,694
-149,464
-156,535
-158,969
-153,761
-142,959
-130,44
-120,609
-115,744
-115,372
-118,183
-122,938
-128,656
-134,213
-138,386
-140,405
-140,041
-137,618
-133,759
-128,96
-123,64
-118,32
-113,513
-109,544
-106,522
-104,367
-102,9
-101,986
-101,538
-101,445
-101,569
-101,791
-102,022
-102,185
-102,229
-102,099
-101,737
-101,124
-100,28
-99,231
-98,009
-96,639
-95,122
-93,459
-91,643
-89,668
-87,541
-85,274
-82,884
-80,399
-77,851
-75,263
-72,657
-70,031
-67,359
-64,616
-61,783
-58,847
-55,818
-52,715
-49,566
-46,402
-43,248
-40,126
-37,045
-34,013
-31,029
-28,092
-25,198
-22,351
-19,567
-16,857
-14,235
-11,706
-9,265
-6,902
-4,602
-2,349
-0,125
2,083
4,283
6,48
8,678
10,874
13,064
15,247
17,42
19,585
21,742
23,889
26,022
28,135
30,221
32,275
34,288
36,255
38,168
40,023
41,813
43,535
45,186
46,761
48,253
49,653
50,955
52,151
53,237
54,206
55,053
55,772
56,36
56,817
57,139
57,322
57,359
57,238
56,955
56,512
55,912
55,167
54,285
53,275
52,152
50,933
49,631
48,25
46,789
45,23
43,57
41,809
39,954
38,026
36,034
33,978
31,864
29,686
27,434
25,1
22,657
20,065
17,312
14,395
11,333
8,177
4,969
1,739
-1,473
-4,648
-7,766
-10,798
-13,733
-16,553
-19,222
-21,705
-23,942
-25,85
-27,387
-28,523
-29,239
-29,579
-29,579
-29,282
-28,758
-28,054
-27,203
-26,246
-25,193
-24,057
-22,876
-21,684
-20,532
-19,496
-18,626
-17,964
-17,559
-17,401
-17,467
-17,722
-18,093
-18,522
-18,977
-19,425
-19,851
-20,25
-20,6
-20,883
-21,085
-21,169
-21,107
-20,867
-20,401
-19,697
-18,765
-17,623
-16,322
-14,902
-13,383
-11,79
-10,137
-8,43
-6,683
-4,9
-3,074
-1,211
0,677
2,574
4,451
6,293
8,097
9,865
11,611
13,346
15,073
16,797
18,524
20,255
21,99
23,721
25,436
27,124
28,783
30,409
32,005
33,569
35,098
36,589
38,037
39,436
40,783
42,071
43,293
44,444
45,522
46,527
47,459
48,321
49,115
49,843
50,507
51,108
51,646
52,12
52,526
52,863
53,126
53,313
53,42
53,447
53,391
53,255
53,039
52,743
52,364
51,897
51,339
50,693
49,961
49,146
48,254
47,294
46,28
45,239
44,185
43,13
42,077
41,021
39,958
38,888
37,807
36,708
35,587
34,428
33,226
31,982
30,686
29,324
27,872
26,283
24,527
22,596
20,489
18,212
15,779
13,197
10,482
7,672
4,797
1,89
-1,021
-3,928
-6,805
-9,615
-12,314
-14,833
-17,121
-19,157
-20,916
-22,368
-23,494
-24,261
-24,649
-24,673
-24,337
-23,632
-22,56
-21,111
-19,293
-17,143
-14,686
-11,954
-8,972
-5,75
-2,313
1,278
4,968
8,686
12,351
15,912
19,292
22,384
25,109
27,391
29,171
30,414
31,061
31,005
30,131
28,326
25,507
21,644
16,743
10,798
3,816
-4,173
-13,092
-22,827
-33,226
-44,236
-55,899
-68,101
-80,569
-92,879
-104,392
-114,525
-122,875
-128,889
-131,95
-131,939
-129,054
-123,878
-117,508
-111,151
-105,997
-103,117
-103,397
-105,577
-106,453
-104,693
-99,209
-90,522
-82,313
-70,517
-47,132
-7,257
57,132
143,397
239,879
341,873
440,334
527,171
599,526
644,46
649,045
608,615
520,868
